Page Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Previous Visits,Conversion Rate,Engagement Score
3,11.650381526779784,0.2873295684888015,Direct,6.025224138779933,1,1.0,62.919196959463946
8,1.0530353932538,0.1835897156595087,Organic,3.727506649888684,2,1.0,162.4376887841293
3,6.141313177985501,0.0931458395300509,Social,5.083885619406432,2,1.0,163.74953936288026
3,0.0124070846501974,0.1188282623941044,Referral,1.3362649572248342,3,1.0,33.74603880850315
5,0.063746928355616,0.0560941217204222,Social,7.053034390259116,1,1.0,628.6885650564269
8,1.881355422317819,0.0132641641178454,Direct,2.1077428505750926,2,1.0,1271.2505135213114
3,0.8182412064917589,0.1580981551151219,Referral,15.022219699523305,3,1.0,285.0649335364087
2,3.5120133708249206,0.1350331065052273,Social,1.5528284464131656,0,0.9630796688606292,23.009225695115795
5,2.501122170816019,0.1237309497639832,Organic,3.296032105806264,2,1.0,133.2035183595311
3,0.2419575224050296,0.4444082062720181,Referral,2.638993031698373,2,0.8685932750242634,17.824655497718712
8,0.5324616499450573,0.2509032190407618,Social,0.9660238146126964,2,1.0,30.81148013424271
10,1.4733105190261189,0.2134857990452205,Organic,9.004402386978137,1,1.0,421.7899229386132
3,0.6159258699612696,0.0755362219785417,Referral,1.9512684578896329,1,0.9722766323111524,77.50666610718028
2,4.713860244535957,0.6819301199136395,Social,3.8695259450719535,4,1.0,11.358746248551084
5,1.6139237092345338,0.3684717274880268,Social,1.687480629380767,1,0.8928560062894427,22.908373246772378
7,0.2942672727913847,0.1483101754810614,Organic,7.171731070045035,2,1.0,338.50408732393987
6,1.9869398210752247,0.2303267171713325,Referral,2.9924661629200124,0,1.0,77.9636008589229
6,0.2856965460413616,0.4804925449137873,Organic,4.219468464008543,1,1.0,52.69928946357272
2,0.4141239741595808,0.2664108739926462,Referral,3.2797725492389875,1,0.9840040614336184,24.6319120119663
4,0.8217707955761175,0.1254543622118361,Paid,4.612913657593009,1,1.0,147.08862130146957
9,5.888235000079522,0.2932490957301747,Paid,8.652438902021206,0,1.0,265.5588158430423
7,7.755342687286447,0.4608732858210607,Paid,3.300934783726686,1,1.0,50.14643488778428
11,5.250546842673495,0.2885054510603321,Organic,5.2768128128400615,2,1.0,201.2018344277743
8,1.2197446716971667,0.6132410977968061,Organic,3.0619349856020834,0,1.0,39.95428940399083
3,0.9542029865321496,0.4013297362846464,Organic,1.4256441294342004,1,0.9624936422244482,10.666903791622238
2,2.38989963442255,0.1894808144101669,Referral,4.237897870312852,2,1.0,44.74168308364059
3,3.838818315655759,0.189265462107479,Social,1.593548073244933,2,1.0,25.26893613394711
4,15.049713300643354,0.0305251444806434,Organic,2.8738706829314733,1,1.0,376.6006084085992
5,0.4232073450418146,0.8449393803434533,Organic,0.7278104461411538,4,0.7492036585051882,4.316879659492917
5,0.1516449233206013,0.1892291636317873,Paid,3.970197239543308,2,1.0,104.91447569880773
4,3.5560016694394703,0.1605296507171907,Referral,3.15454998708788,4,1.0,78.6135470206145
3,5.3554084587506505,0.38612473548671,Organic,3.8340733205967767,1,1.0,29.798871068546774
8,5.619210148332473,0.3589295820700379,Organic,3.9109380779702,2,1.0,87.17892166791779
2,3.403933092165628,0.04820166890094,Organic,4.879187493991548,4,1.0,202.45890292154996
1,9.238372528003191,0.5263555174915215,Organic,5.415281971069926,2,1.0,10.29825915396081
4,2.146207592864058,0.1592057388481888,Organic,14.33851630786508,5,1.0,360.26124248913214
5,7.353770371452756,0.2228967038497635,Organic,9.840270639683602,2,1.0,220.74611833928523
4,10.308497468065536,0.6463903300210974,Referral,5.3168998790137945,1,1.0,32.91210036923206
3,5.6350410547428265,0.05417940231829,Referral,2.769737314803667,1,1.0,153.3747768130871
4,1.1121415028208963,0.2937539594143235,Organic,2.8142589453247195,1,1.0,38.331307408903584
8,0.6552728058899355,0.2682410176642265,Referral,0.3706030514512945,2,0.9073492919062902,11.062837621282835
2,2.3830162947800466,0.0831142767294545,Paid,1.586549520701836,1,0.6252939908196553,38.18754501711463
2,1.810000328651607,0.15809285358717,Direct,3.079790781764523,2,1.0,38.971796335295736
2,6.305266175252669,0.2490188500275188,Organic,4.219020147523022,4,1.0,33.895146823678466
7,0.3161871190548802,0.2342165415543504,Referral,18.23996375799351,2,1.0,545.1454778728395
6,0.8941673264414414,0.2200510159535976,Referral,4.770245175706212,5,1.0,130.07743427293568
7,4.18054846103158,0.1036292297839558,Organic,5.464398172543695,3,1.0,369.12195120865374
6,0.2994167353798396,0.496233396048682,Direct,1.380698486793157,4,1.0,16.704142286115378
7,1.1603617541895956,0.5398582919283599,Paid,2.25388062686357,1,1.0,29.234640287897346
6,1.4689316184688963,0.1151879431335723,Referral,3.096119050330377,1,1.0,161.28307942673
4,2.923299626646029,0.171382316277028,Organic,0.9899936276823876,2,1.0,23.11608583635034
2,0.5163984409013744,0.1901883878897562,Organic,4.6816217034678,1,1.0,49.24141476104765
3,5.911319979457081,0.3238853886802373,Paid,1.962131629101919,3,1.0,18.184314411933
4,1.7801348783852746,0.2735038876920478,Organic,1.2233165297261226,2,1.0,17.90102948479501
7,7.4675288829847695,0.5093217486631368,Paid,6.3634723300972365,0,1.0,87.46808799172655
4,1.8926018888608171,0.1397961636790493,Organic,3.1033895265566587,0,1.0,88.80755909987828
3,0.9649174657281344,0.4854521835042943,Referral,4.377897111227182,0,1.0,27.064551982595763
2,0.4588550970831323,0.36961868677751,Paid,1.24304707030713,2,0.7967557424547288,6.736105117382095
6,0.0112563754111372,0.1831266779641198,Organic,5.900334030844856,2,1.0,193.32975318203222
3,2.2788706382199604,0.4759607164569466,Referral,5.027113599371577,1,1.0,31.696104076782408
5,0.3400325579558769,0.3141586794354785,Paid,3.714916639818429,3,1.0,59.134844911079306
9,1.4913982201312304,0.1249713200345534,Organic,5.792328941717439,1,1.0,417.1533930684514
6,2.6694705082287595,0.3970800939316899,Organic,2.2606589736464398,2,0.8687610399453146,34.16923902801347
6,0.9675904098674976,0.2322428524572279,Organic,2.6504010685917785,1,1.0,68.48317901626021
9,0.5779313974360883,0.6457106694868895,Organic,2.5728844533515853,2,1.0,35.87120095950254
4,4.471255226016584,0.1471812206831701,Direct,0.7919360899622273,2,1.0,21.532748249710195
9,8.80059288553245,0.2898801421887009,Paid,2.997510010313455,1,1.0,93.07463660853222
2,0.3175499658303944,0.1671402525916281,Organic,3.4937756517619354,2,1.0,41.81651396163961
10,0.5073525135162468,0.2354840228585739,Organic,2.134253607453947,0,1.0,90.64262898034185
6,9.657576918783365,0.051086870800733,Organic,3.1070076519935896,3,1.0,364.91874504088946
9,0.1155496554534393,0.1100238844017761,Paid,3.276242705373073,1,1.0,268.00803068834085
4,11.400416877338902,0.0669185959955765,Organic,5.5535489926849735,3,1.0,331.96848837307215
1,0.0139659066271273,0.3133613570187845,Paid,5.755733747613868,4,1.0,18.377720265102248
6,6.206541319901083,0.2563381237756467,Organic,9.081799797021272,1,1.0,212.58391596506843
8,1.1015838796582622,0.3068085992120768,Social,2.2705261958393845,5,1.0,59.213717279642935
6,8.370491992142888,0.2964079056711756,Organic,7.478524876377625,0,1.0,151.3931055101621
2,1.143540954398527,0.3815736795386159,Paid,6.619431041505792,3,1.0,34.705427889626726
3,3.186606655219403,0.068599468370799,Referral,1.1218573860138978,3,1.0,49.071198839761415
5,0.2502510344556304,0.045909718802066,Paid,6.971477091571966,2,1.0,759.2693979532544
3,0.8325212864557237,0.2831866242706098,Social,1.1263977197236308,1,0.8744843267502497,11.942742825952736
3,4.457407393190684,0.1311917349714964,Referral,3.7901010927703633,0,1.0,86.67935673029616
5,2.2566912899066884,0.1727127120638288,Paid,7.826826066796699,5,1.0,226.59511852631232
6,7.891978664572248,0.3998181506527994,Paid,0.4243939424485501,0,1.0,6.378804544100233
5,1.679792406433677,0.227532182911388,Direct,5.162229294657114,0,1.0,113.4495413563877
3,6.116335587742476,0.3909923542014915,Referral,1.2486325879613145,1,1.0,9.590488527797545
5,1.7878187921382305,0.5042881717594425,Direct,9.227409198604729,2,1.0,91.49944705971038
3,11.625378244874224,0.2852315842956066,Organic,6.473043947706223,1,1.0,68.09198289496997
3,9.64423172393417,0.5739087701953813,Paid,0.9140210593945092,5,1.0,4.787872931354612
6,1.1975696904893145,0.1617778916894449,Direct,2.3981329274077803,1,0.9088357026361086,88.95168056082703
5,6.512662490682253,0.1351135552621585,Organic,8.233772652219175,2,1.0,304.7082457179565
6,5.643963817427391,0.23675500359878,Direct,4.468721981755516,3,1.0,113.25927238273272
2,0.7097519011818283,0.164526487976559,Organic,5.685964728757378,1,1.0,69.12914061603855
4,2.936816329533221,0.2530427949307719,Direct,2.644228965632059,1,1.0,41.8089212671394
7,0.2263772114878869,0.5457533592735235,Paid,6.688997323275894,1,1.0,85.80513156869873
6,5.436695792351719,0.1036711961214268,Organic,10.679449414627271,2,1.0,618.086176267057
5,0.5754647995443896,0.2566508003454342,Social,1.4213801693060428,1,1.0,27.700935843429356
4,0.2203412992879926,0.4494711140356089,Organic,2.5218802882446263,2,1.0,22.453091086336933
3,1.5335725490526284,0.3171730094227865,Organic,4.474073839817083,2,1.0,42.328296704621685
3,2.580597142110548,0.1876220487689337,Organic,3.058990147789545,4,1.0,48.92200423181899
7,5.7913470027108005,0.1941115524545964,Referral,4.3985189793959245,1,1.0,158.62824021511193
7,10.977091268977032,0.4438276047983579,Direct,5.067110645459287,3,1.0,79.92790987027458
6,1.7367380342262182,0.199953157956209,Organic,3.072196813946721,3,1.0,92.19749567194788
6,0.1870529002937989,0.2190782166390574,Paid,2.179539054299033,3,1.0,59.70207950665223
7,4.1482887603234415,0.2709528740375334,Organic,3.784863276164753,3,1.0,97.79099984089197
8,2.498422852206063,0.3043091873047309,Referral,1.0710391996741937,0,1.0,28.16660504135014
6,1.78203123907626,0.0552136922775337,Organic,1.9879835143919349,0,1.0,216.0415782975637
3,1.1100139392391175,0.2162418595800752,Organic,2.725889501821931,2,1.0,37.827231693004244
7,2.0938673371432466,0.0510522902438839,Organic,3.551557937110545,2,1.0,486.97944722773076
5,1.240550529563596,0.1139363263473978,Paid,8.767249214248691,0,1.0,384.7533691831037
5,4.244228025902186,0.2112439156594694,Social,0.6689786983316508,1,1.0,15.844271397668598
7,2.3550881247292024,0.3306023200701377,Paid,3.6438179525181646,0,1.0,77.16228877467003
4,6.28300224093805,0.2859935464951983,Organic,5.672679926459652,1,1.0,79.34997107245766
9,2.352788346448182,0.0562264496988952,Paid,2.9341606232289847,1,1.0,469.672334194644
4,0.8164594712035298,0.4772944870437045,Social,2.252288264698725,0,1.0,18.885460126506672
5,5.713277467576045,0.1987990771428499,Organic,3.2758003650227674,1,1.0,82.39972766128322
2,2.4440402679092195,0.3346154179043382,Organic,2.296890371421974,2,1.0,13.738538785254793
6,0.6951948633680447,0.1463059665156274,Organic,1.4920045781034217,5,1.0,61.197029359218476
3,2.930573926598889,0.3152610306849136,Referral,1.8151687334964832,0,1.0,17.283007668150205
6,1.3281776894388035,0.5123492200305838,Paid,1.8443252983349196,0,0.9325454594296814,21.608455423332067
2,5.58150820981024,0.2780673788599246,Paid,14.264802931707855,3,1.0,102.60961445455058
3,1.8115637850745652,0.1575111953787996,Organic,4.103969067239065,6,1.0,78.17528324928408
5,3.8887178019998303,0.1425346737889799,Organic,3.141011092559457,2,1.0,110.19410499923933
3,0.3012390165065718,0.2284727323906531,Direct,1.5561284920660086,1,1.0,20.44300934579715
4,1.5126641709219673,0.2769074232965213,Organic,9.791441185977844,1,1.0,141.4499234143009
5,12.266537687935152,0.0857546234540837,Direct,5.452240456492651,1,1.0,317.9077550645995
6,4.957980378612432,0.1765612628140704,Paid,5.9369222268790125,2,1.0,201.7616911327582
3,0.5228487487656157,0.5280604060827006,Organic,8.897551137734014,2,1.0,50.55848480539489
3,0.9762101765975316,0.1945413159564688,Paid,2.3102080586045988,1,1.0,35.635461572207184
4,1.2006080766715876,0.0313796656053493,Direct,9.049868247078232,0,1.0,1153.6065183179642
5,3.1526013866520888,0.1394595720655908,Paid,4.376876322838118,2,1.0,156.93276471275777
4,4.244016809963814,0.2462714108251806,Social,7.275034714239368,5,1.0,118.17287875012272
2,4.153207760655973,0.177797786867308,Organic,3.5498083436792056,4,1.0,39.94084960420185
6,2.139278678872115,0.3994584897869793,Paid,2.353521169793928,1,1.0,35.360674425004696
6,4.995177537594125,0.394311397066615,Social,5.883734969007183,3,1.0,89.53926564300933
8,1.7238430529144333,0.0217225983360254,Direct,1.346004106652498,2,1.0,495.71648440163614
1,0.3967585690575952,0.2549449489445414,Paid,5.419541377159844,2,1.0,21.267692688544958
6,2.493380843270661,0.1152029675283075,Referral,0.2070173819999189,3,1.0,10.791877573546925
2,9.128558726358031,0.1040616618915663,Organic,0.8465403052133496,1,1.0,16.27997474046602
5,4.725017449757027,0.5935636271771894,Organic,1.740479856108795,6,1.0,14.671274515640349
2,2.5932349420926637,0.1560048092597932,Organic,3.016579317195472,5,1.0,38.682901579232635
6,3.1222105088525813,0.113945984927015,Organic,6.081979543064046,2,1.0,320.26592899792087
4,8.001964200709786,0.322041647534774,Organic,1.9347063956718211,3,1.0,24.040511711537707
3,1.6776472746574818,0.4808339098593076,Organic,4.80342949711786,2,1.0,29.97936820776647
5,1.2076816166111808,0.0944746737795822,Direct,3.1162333816392547,0,1.0,164.9342731925015
6,11.348458299276192,0.1234849792139043,Referral,7.008283027454058,0,1.0,340.53480255015165
3,5.973042440378119,0.2942400230616854,Paid,1.5864544419609712,1,1.0,16.185105195954755
4,1.170445161584612,0.6315198751416798,Direct,2.6644997979833374,3,1.0,16.88674388639353
8,1.8696356051504632,0.3035135654312956,Organic,8.023780429273895,2,1.0,211.50052544974793
4,1.6088309835866306,0.5656975822865379,Paid,1.436848945773108,2,0.8248027988594051,10.169837982445634
10,0.4843667628025118,0.6420299221182524,Referral,5.274311468214218,4,1.0,82.16055539487408
4,9.497379219239686,0.3283843144650636,Organic,0.557270605809776,0,1.0,6.798029528359989
5,1.554116888462007,0.3767705822363964,Referral,8.505160283446262,2,1.0,112.87921915403
10,6.246233022988854,0.1845266137726085,Organic,1.756233586722795,0,1.0,95.18508346449123
3,0.6297796990361515,0.419572940660775,Organic,1.909935826166936,7,1.0,13.666284577067998
4,2.381361968440681,0.1415866582536039,Organic,1.0462371417866865,1,0.9933829120236504,29.5675064682355
7,0.0727593867895229,0.1268491719144591,Direct,5.003371014447885,1,1.0,276.11426282288545
5,4.334574492637506,0.4509169341674394,Referral,3.831937970323239,4,1.0,42.50050856116575
10,2.609036660175747,0.1676802152975113,Referral,1.5235067144705878,3,1.0,90.86786965191234
4,2.94720813850993,0.3112703131543445,Paid,3.3429796629206106,2,1.0,42.96918398441013
2,0.1593191771324265,0.3907657741344331,Organic,13.33602859214232,1,1.0,68.26586822020087
3,0.7111126201871178,0.1731158236047595,Referral,6.910315317448445,1,1.0,119.76188356944269
5,0.2317152652333174,0.0994940557542345,Paid,7.983271935667626,2,1.0,401.20341176459453
8,1.022887032626958,0.0360059968361741,Organic,1.864586258447049,1,1.0,414.29349103752793
4,2.9620635504001505,0.1391470264482049,Referral,1.6280821415885804,3,1.0,46.81178033684697
3,2.50541811606814,0.6510126073390348,Organic,0.6631754076734568,2,1.0,3.066048685681234
8,2.841408456324744,0.1410292205916578,Organic,4.301892387599437,0,1.0,244.03842869310466
6,2.390535712457777,0.0446765805604612,Social,2.7264653522163536,2,1.0,366.17034414629444
8,0.9566052334221544,0.5582407707059253,Referral,8.402272183592608,2,1.0,120.4207277649031
3,0.8411562630123677,0.1162049364582946,Referral,8.00141814012807,3,1.0,206.57828489381103
3,0.4422292455054428,0.3865551419436774,Paid,4.917496225172536,1,1.0,38.17399544276946
5,5.672834767733094,0.0499072955712928,Organic,1.1614552158159206,5,1.0,116.37126567475256
11,2.8750855072237718,0.3423308861589597,Referral,1.073812166124006,2,1.0,34.51443505082756
7,0.6192686688140001,0.5281057611267155,Referral,0.3418879631244524,1,0.7999291728638829,4.541697849243744
4,0.585160563444853,0.1213137223728496,Paid,1.5592342612719785,2,1.0,51.42163689561108
3,6.191545676399855,0.1024993495472728,Direct,1.1604732458097509,2,1.0,33.97528614870495
8,4.072897557993839,0.3150640503275923,Direct,5.168079937562848,2,1.0,131.23614102597267
8,3.2311314280910715,0.2100626037915715,Paid,2.5959626888128904,1,1.0,98.87434394152932
3,1.566995235775559,0.3909156062663104,Social,2.170248239269463,1,1.0,16.665115870132233
3,0.9113350325882902,0.494703788398346,Paid,3.1206829555284994,2,1.0,18.93455462468983
6,11.654794419520115,0.2784648130919117,Paid,3.519864491011351,3,1.0,75.85149218557602
2,4.787190508255374,0.5252811563715021,Organic,2.0144284719955654,4,1.0,7.67990571643835
7,1.077659781000376,0.4428309521790087,Paid,2.683800534902148,1,1.0,42.43387225164151
5,5.643047000571059,0.1051226205039511,Direct,5.538817410331922,1,1.0,263.45555452381166
5,4.268028043371605,0.2424827303379748,Social,6.247581499411092,2,1.0,128.8352876958114
6,1.0575389217977509,0.0973185836292199,Social,1.1413305623170695,0,0.9374711791343642,70.37665679386554
1,1.6682685224988238,0.3841995748467242,Organic,2.918301478090645,3,0.962735154389598,7.605795698771652
10,0.6172131666621097,0.3380427433829219,Organic,9.02713663574228,4,1.0,267.0512784313694
2,0.3531511132789967,0.242378330155932,Organic,9.169156548892058,2,1.0,75.6698706080132
5,3.8486371631331178,0.182125074157103,Organic,8.427336656713786,2,1.0,231.37124160049143
4,0.933924377207235,0.1711627629939095,Paid,4.560344050865341,4,1.0,106.5832749599891
5,5.145384876577549,0.1530022847906599,Organic,2.7945433678232816,0,1.0,91.3335829009619
4,16.284397770817776,0.2836844180288076,Paid,0.4083042307103492,2,1.0,5.767161194082738
5,0.2391426801592959,0.1152187396218051,Paid,1.3888333918159894,1,0.7805975266666291,60.27942302852414
6,1.9218641510242984,0.1992603268792707,Organic,3.167497505343782,1,1.0,95.38766664197821
1,4.859412762982256,0.1256340985647837,Organic,5.672978403241965,0,1.0,45.16476664415809
3,4.666993364299804,0.643345940905428,Social,4.863526557780136,2,1.0,22.689213072839188
2,4.28131354626783,0.1398226128150173,Organic,1.0779548449324623,4,1.0,15.428891454396958
5,1.2877135707889624,0.2375315347132163,Organic,2.2856222453496517,2,1.0,48.12197486071055
4,1.8146027305974264,0.1659281273486859,Social,8.674680381854143,2,1.0,209.1289847186049
7,2.711370254719584,0.3800226292016706,Direct,2.900913518275145,0,1.0,53.44469853514909
7,10.94212830295279,0.3211691186728126,Referral,4.910351437002628,3,1.0,107.03292985408397
2,1.1904703840051498,0.6100167193357181,Organic,2.3952315420596384,1,0.9898097205334998,7.863002929716228
6,7.6974608307628944,0.3083269643635966,Organic,0.6335612354936426,3,1.0,12.339013846739231
7,0.9414905959050052,0.2549393409409261,Direct,3.961049126689503,6,1.0,108.77055372423449
2,13.549957836916008,0.148651125170045,Social,2.800176439852718,4,1.0,37.68447352516895
7,3.3283859847771597,0.680795586549518,Paid,3.0015409448462744,0,0.9493444529468968,30.87210755333046
5,1.8681303472749788,0.2731639355439437,Organic,3.579698961687669,1,1.0,65.53290577011046
7,2.8510198597129595,0.1315872246094115,Organic,1.499107639222952,1,1.0,79.75750972755239
6,0.9545523746875292,0.6286607942050515,Organic,3.43792007386585,2,1.0,32.82184485073358
5,0.9613342979757178,0.4588573656075864,Referral,1.550935479408058,3,1.0,16.90997366997062
6,0.361607047616913,0.3389642337541753,Organic,4.9339539935263135,0,0.8751636270102439,87.34583373468007
5,0.3632852982230596,0.0853233282770757,Direct,20.021284702121196,5,1.0,1173.2697114065245
4,1.2816221392386788,0.0978009096728387,Organic,1.8951288058964384,0,1.0,77.51965966414744
7,4.31725657737778,0.3430155652929761,Referral,8.746138671996468,6,1.0,178.49452635577504
1,2.809259669552969,0.3892643710156325,Organic,3.169156083464636,0,1.0,8.151397773436003
8,0.3247091420924522,0.3108637051359995,Paid,3.5457834476314027,2,1.0,91.25985359304423
4,5.736427276013574,0.5527228671460921,Organic,2.892015115286917,4,1.0,20.93922357433436
5,2.759146973153312,0.2736000464618834,Social,1.85343980425388,3,1.0,33.881335700085344
3,9.721491939905285,0.1590079868060649,Paid,2.23754830167461,1,1.0,42.22577192352576
7,3.327674414920913,0.6711778201678625,Organic,10.7554423572601,3,1.0,112.18309964442962
2,0.5777516133551177,0.1602307567617102,Social,1.4982226823240417,3,0.8384061506480025,18.71081266048251
5,1.9261268769137327,0.3332258195397585,Paid,6.633625657224974,2,1.0,99.54648949512884
10,3.136616198688543,0.3615541889687104,Direct,2.4964111243821043,3,1.0,69.0566657709821
7,0.086015513376933,0.291312499070624,Direct,0.5176054153485553,1,0.8324669016654878,12.447632847883714
7,0.045067618736137,0.3290304848953652,Direct,3.408635542222352,1,1.0,72.52744106064918
10,0.4157282893703822,0.2628500652268041,Organic,13.6396207133488,2,1.0,518.9225862144888
1,0.8697113560694196,0.1189075840344555,Organic,5.900910890463071,0,1.0,49.636026282336886
5,1.6839846584127491,0.157841286822732,Direct,0.2091273117236033,3,1.0,6.634607412079372
3,2.0050152778587917,0.1432225687517516,Paid,5.504601130822633,1,1.0,115.3116841995856
8,0.4455961132849674,0.1740292708464749,Organic,2.699797957578128,4,1.0,124.11776391563855
7,3.3569799458981446,0.1630024233988521,Social,1.2032786095739565,2,1.0,51.68377325677853
3,2.7200465888968486,0.7926547823005319,Organic,2.402637130695961,4,1.0,9.10338031263531
1,1.0463928643346656,0.2532169877307543,Referral,1.2661068756105869,1,1.0,5.010086633037585
5,0.0412621141609092,0.133916763045289,Social,0.572741948016439,0,0.5288026272314337,21.39425149294957
3,0.2424847733099056,0.1672434213607208,Social,1.7224247819645155,1,0.5082267595513816,30.90672708111164
6,1.4912355270611637,0.0505770275101235,Organic,2.050625649994679,3,1.0,243.277635637649
3,0.5016168061932867,0.2556974717157588,Paid,1.9983848921649832,2,1.0,23.456280623217694
4,1.418757736089952,0.281449718907375,Paid,2.353450729729418,3,1.0,33.45754777323387
5,2.968057252697767,0.6950088505414233,Paid,1.881070384888407,2,1.0,13.542708133306666
8,2.3771622427607606,0.2317748659246802,Organic,3.28039221398827,0,1.0,113.2368488526896
7,0.7886791569892964,0.3458584092439203,Paid,8.616289796604448,2,1.0,174.39936560219365
5,1.2639718021447668,0.1814123948341279,Paid,0.6443024482467679,1,0.9276540174373444,17.767950024194256
4,2.8559962133409798,0.3870961806567247,Paid,4.357585117604365,1,1.0,45.038448590854514
6,5.916716776932096,0.4412483191773937,Social,4.323490699123865,2,1.0,58.79989917310989
8,4.197694321121431,0.0600680903820185,Paid,1.2959749286438935,2,1.0,172.6107829317439
4,2.418275998979576,0.007868090852084,Organic,7.360139156641023,0,1.0,3741.776227669607
3,1.3496290383984006,0.478026951617414,Referral,0.6737269460457774,3,1.0,4.238173393359151
2,1.3626331061532173,0.356761141881269,Social,5.528478251981256,1,1.0,31.00260319007022
3,6.346258618565298,0.0828116952165478,Organic,3.578504027202264,2,1.0,129.64763214282775
9,0.1201030894765719,0.413105125304971,Referral,1.2352518849683551,2,1.0,26.92147188384065
5,13.2642101272938,0.0792001701618222,Organic,8.725271739016227,2,1.0,550.8466788346987
4,3.2752861135754707,0.3171507761772657,Organic,0.627118184646287,1,1.0,7.919401228086802
7,3.428987783768388,0.2107301296171495,Direct,7.593991677779683,2,1.0,252.26601028687318
8,0.1162157405849668,0.4978670834241888,Direct,1.9020361462143696,4,1.0,30.572954805249687
4,2.7906310470964977,0.4141401718994155,Paid,2.7076557572958677,2,1.0,26.162070637122266
4,1.9894725596116456,0.163581829753037,Referral,1.1740126599679372,5,1.0,28.717654431800142
8,0.3354066799781401,0.4241024626419138,Social,2.0421306198909805,3,1.0,38.5314574264848
5,0.9768663827936476,0.4205382086412505,Direct,6.108036618171878,2,1.0,72.63166067985604
5,6.630413099722312,0.4501294149905204,Paid,4.202479922222964,2,1.0,46.69079648062399
6,2.395445862087,0.47604704784596,Paid,10.212445965826412,2,1.0,128.7255882432566
7,1.6003211375588928,0.3518386634201246,Paid,1.372679456414687,5,1.0,27.320120216745924
2,0.2263766946779754,0.0404959721578592,Organic,2.4132965049727115,2,1.0,119.1969895388771
1,3.756565438361616,0.5684506782564406,Paid,4.4364315220947885,0,1.0,7.8144264732030395
7,3.640562964453111,0.3262153123769725,Social,4.452984315118637,7,1.0,95.56311790456225
5,2.8560926619917124,0.2330848381636334,Social,2.5830044179238016,4,1.0,55.419104218749
4,2.141658132836479,0.1690279321959008,Social,1.0455124060644612,1,0.9049883868380946,24.751766463846423
4,1.7063410754418775,0.5584382072557583,Organic,7.8120386673524544,5,1.0,55.966333688139855
3,2.698825174813135,0.3423243578315025,Paid,1.3753270295435924,0,1.0,12.062841097160987
8,0.7973525790276021,0.7897954524203986,Organic,1.9587796024920832,3,0.9584077962455358,19.850880030283573
7,8.503855265207113,0.1155741082480263,Organic,2.5981605733954,0,1.0,157.37330817917763
1,2.6659867812206945,0.0186124422585096,Direct,4.128671031215687,4,1.0,221.83317472754337
2,1.1183800699221211,0.3025193210081061,Paid,1.2392937576940082,2,1.0,8.203154431024265
4,1.7917652424125063,0.3734644158357922,Social,2.5266281006513283,4,0.9524661376797516,27.07151369197387
6,4.914820916621904,0.476520170802151,Organic,5.837243410093609,0,1.0,73.50837972567847
4,0.5288373660127729,0.2306098125686888,Paid,9.159373150232025,1,1.0,158.88221880471957
6,1.039476420159915,0.227726906073212,Referral,1.6918660958390186,1,0.9777055185520296,44.586184474971965
8,3.413694104622141,0.2694819932233236,Organic,0.5945064071281135,1,0.9803973780151924,17.658864772510054
7,1.1371525977235957,0.1683165768147924,Organic,4.346906969897895,2,1.0,180.79046360678532
